Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	957	15085	0.016532	0.046349	0.0092575	0.037074	0.0034503	0.581172771838781
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	958	15085	0.027354	0.074797	0.011091	0.0068305	0.0003699	0.631002540093966
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	958	15085	0.012991	0.035961	0.011613	0.13166	0.0052267	0.385904456974574
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	959	15085	0.028155	0.076989	0.010421	0.0034533	0.0003699	0.717315321534667
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	959	15085	0.01327	0.036769	0.0093422	0.077758	0.006735	0.510786077237942
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	960	15085	0.03162	0.086464	0.0098346	0.00065319	0.0003699	0.928041589649085
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	960	15085	0.0186	0.051872	0.0078396	0.0088405	0.0048746	0.888178623937499
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	961	15085	0.031553	0.086281	0.0098305	0.00066574	0.0003699	0.925633277446608
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	961	15085	0.021162	0.057764	0.0077727	0.0032421	0.0017772	0.905067247896115
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	962	15085	0.030793	0.084203	0.0098618	0.00089847	0.0003699	0.887695594401142
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	962	15085	0.019195	0.052791	0.0079702	0.0080203	0.0031923	0.839702108150992
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	963	15085	0.027282	0.075066	0.01074	0.0055447	0.0004522	0.674542577622599
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	963	15085	0.0049918	0.014248	0.0067205	0.22882	0.011866	0.332610200754509
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	964	15085	0.027765	0.076665	0.012376	0.012438	0.00013839	0.493729242181815
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	964	15085	0.018432	0.050717	0.010966	0.046405	0.0004522	0.398674740843288
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	965	15085	0.026307	0.072385	0.010082	0.0045405	0.0004522	0.700486658135435
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	965	15085	0.012776	0.035675	0.0096923	0.093736	0.0073841	0.482287569031683
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	966	15085	0.025951	0.071404	0.0098175	0.0041097	0.0004522	0.713430705483374
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	966	15085	0.016732	0.046909	0.0092519	0.035274	0.0034503	0.589951601411387
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	967	15085	0.025514	0.070202	0.010474	0.0074311	0.0004522	0.636519372481101
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	967	15085	0.01393	0.038561	0.011468	0.11226	0.0052267	0.416244385735218
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	968	15085	0.026326	0.072435	0.0099714	0.0041487	0.0004522	0.712204302987048
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	968	15085	0.013421	0.037187	0.0093477	0.075552	0.006735	0.516541629413414
