Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	699	15085	0.038434	0.10652	0.010923	0.00021746	3.8901e-05	0.830518827974382
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	699	15085	0.0082843	0.023645	0.0060422	0.085184	0.011866	0.555457435451698
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	700	15085	0.031452	0.087165	0.011621	0.0034035	3.8901e-05	0.559649044794827
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	700	15085	0.025754	0.071112	0.011594	0.013169	0.00013839	0.487301950607056
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	701	15085	0.037652	0.10435	0.011618	0.00059729	3.8901e-05	0.731017250618031
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	701	15085	0.0090083	0.025155	0.0098738	0.1808	0.0073841	0.348454626333616
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	702	15085	0.036638	0.10154	0.011133	0.00050055	3.8901e-05	0.748417952502007
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	702	15085	0.014706	0.04123	0.009275	0.056426	0.0034503	0.507086982174752
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	703	15085	0.038118	0.10564	0.012425	0.0010801	3.8901e-05	0.672677923307072
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	703	15085	0.0071534	0.019802	0.012028	0.27601	0.0052267	0.245017941484458
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	704	15085	0.037366	0.10356	0.011441	0.00054642	3.8901e-05	0.739783307950168
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	704	15085	0.010209	0.028287	0.0094811	0.14081	0.006735	0.392034462416342
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	705	15085	0.040866	0.11326	0.010624	6.0143e-05	3.8901e-05	0.957092372250066
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	705	15085	0.018951	0.052853	0.007829	0.0077532	0.0048746	0.912830153896054
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	706	15085	0.040421	0.11202	0.010629	7.1816e-05	3.8901e-05	0.939624018641025
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	706	15085	0.021054	0.05747	0.0077691	0.0033682	0.0017772	0.89904183827431
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	707	15085	0.040228	0.11149	0.010637	7.8191e-05	3.8901e-05	0.931248683796222
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	707	15085	0.019666	0.054089	0.0079475	0.0066762	0.0031923	0.87161900907001
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	708	15085	NA	NA	NA	NA	0.00010837	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	708	15085	NA	NA	NA	NA	0.00013958	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	709	15085	0.031193	0.087184	0.015996	0.025597	0.00013958	0.412902186243043
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	709	15085	0.0069065	0.019302	0.015439	0.32731	0.00097117	0.160998427487033
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	710	15085	0.026388	0.073754	0.011092	0.0086871	0.00013958	0.534638301398174
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	710	15085	0.025696	0.070374	0.011349	0.011789	0.00018554	0.516813817083467
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	711	15085	0.026846	0.075033	0.010879	0.0068075	0.00013958	0.562104530876428
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	711	15085	0.028235	0.077954	0.011498	0.007039	0.00014405	0.560327076975101
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	712	15085	0.027405	0.076597	0.011043	0.0065445	0.00013958	0.566543024577372
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	712	15085	0.025547	0.070325	0.012182	0.018003	0.00035846	0.506348887608552
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	713	15085	0.027981	0.078207	0.010773	0.0047024	0.00013958	0.603780461545286
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	713	15085	0.024471	0.067407	0.010427	0.0094721	0.00027068	0.567212014987165
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	714	15085	0.027345	0.07528	0.013606	0.022239	0.0001299	0.425300699134508
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	714	15085	0.02372	0.066297	0.012004	0.024092	0.00013958	0.419728387808011
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	715	15085	0.03138	0.087706	0.011122	0.0023935	0.00013958	0.679856385340362
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	715	15085	0.012974	0.035498	0.011233	0.12405	0.0051548	0.396191937371952
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	716	15085	0.02895	0.080916	0.011999	0.0079225	0.00013958	0.545017221742476
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	716	15085	0.015929	0.043899	0.013224	0.1142	0.0014769	0.33290384156264
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	717	15085	0.026825	0.074976	0.01193	0.01228	0.00013958	0.495645655010159
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	717	15085	0.019215	0.053068	0.012286	0.058917	0.00056658	0.378767577583753
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	718	15085	0.031179	0.087146	0.011251	0.0027962	0.00013958	0.662338434035778
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	718	15085	0.013669	0.037779	0.012151	0.13033	0.004576	0.378264721096981
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	719	15085	0.030192	0.084387	0.01095	0.0029173	0.00013958	0.657562294947905
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	719	15085	0.015728	0.043398	0.01012	0.060083	0.002314	0.463359922117624
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	720	15085	0.02699	0.075436	0.011136	0.0076874	0.00013958	0.548410780360677
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	720	15085	0.024294	0.06646	0.011652	0.018543	0.00031612	0.4947847886608
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	721	15085	0.028166	0.078724	0.010814	0.004603	0.00013958	0.60618724969054
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	721	15085	0.023398	0.06398	0.010501	0.012942	0.0003699	0.550129661326279
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	722	15085	0.02828	0.079042	0.010848	0.0045731	0.00013958	0.606921399337189
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	722	15085	0.021614	0.059471	0.010073	0.015961	0.0004522	0.537254856890894
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	723	15085	0.033111	0.092545	0.010431	0.00075227	0.00013958	0.810242023744589
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	723	15085	0.008534	0.024358	0.0060608	0.079569	0.011866	0.570835841357845
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	724	15085	0.02726	0.075268	0.011634	0.009568	0.00013839	0.523253076660704
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	724	15085	0.025974	0.072596	0.011101	0.0096566	0.00013958	0.522719413185053
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	725	15085	0.032093	0.089699	0.011233	0.0021416	0.00013958	0.692383715750682
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	725	15085	0.0095076	0.026549	0.010028	0.17154	0.0073841	0.359165793179158
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	726	15085	0.031074	0.086851	0.010728	0.0018893	0.00013958	0.706504321976377
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	726	15085	0.014788	0.041459	0.0093879	0.057611	0.0034503	0.503421009629498
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	727	15085	0.031935	0.089259	0.01186	0.0035485	0.00013958	0.635497491740375
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	727	15085	0.0093368	0.025846	0.01206	0.2194	0.0052267	0.288706870618978
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	728	15085	0.031849	0.089019	0.011085	0.0020343	0.00013958	0.69817420480099
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	728	15085	0.010368	0.028729	0.0096494	0.14131	0.006735	0.391325605503857
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	729	15085	0.036065	0.1008	0.010109	0.00018083	0.00013958	0.970832131970267
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	729	15085	0.019481	0.054331	0.0078254	0.0064021	0.0048746	0.948797428561965
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	730	15085	0.034385	0.096105	0.010146	0.00035167	0.00013958	0.895903055129823
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	730	15085	0.020277	0.055349	0.0077899	0.0046249	0.0017772	0.848972284750818
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	731	15085	0.034694	0.096971	0.010141	0.00031246	0.00013958	0.909220445118658
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	731	15085	0.019389	0.053324	0.0079583	0.0074264	0.0031923	0.853088992829097
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	732	15085	NA	NA	NA	NA	0.00010837	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	732	15085	NA	NA	NA	NA	0.00097117	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	733	15085	0.027116	0.07515	0.011888	0.011286	0.00010837	0.491151398568318
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	733	15085	0.024073	0.065931	0.011754	0.020288	0.00018554	0.453633240098724
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	734	15085	0.027683	0.07672	0.011509	0.0080859	0.00010837	0.527673052823535
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	734	15085	0.026937	0.07437	0.011755	0.010971	0.00014405	0.510155030829829
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	735	15085	0.028669	0.079453	0.011648	0.0069289	0.00010837	0.544586680721073
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	735	15085	0.024276	0.066825	0.012417	0.025304	0.00035846	0.46344023778749
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	736	15085	0.029753	0.082458	0.011141	0.0037901	0.00010837	0.610666785712872
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	736	15085	0.024257	0.066817	0.01042	0.0099669	0.00027068	0.561013401160397
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	737	15085	0.025392	0.070373	0.012492	0.021051	0.00010837	0.42287233755208
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	737	15085	0.026643	0.073347	0.013683	0.025763	0.0001299	0.408863551879333
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	738	15085	0.033402	0.092571	0.011754	0.0022463	0.00010837	0.667962549131192
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	738	15085	0.011324	0.030982	0.011472	0.16181	0.0051548	0.345746450207239
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	739	15085	0.031485	0.087259	0.013279	0.0088761	0.00010837	0.517460469765981
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	739	15085	0.012463	0.034348	0.014143	0.1891	0.0014769	0.255527440625191
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	740	15085	0.028532	0.079076	0.01299	0.014037	0.00010837	0.467259322514899
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	740	15085	0.017053	0.047096	0.012927	0.093568	0.00056658	0.316894191208778
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	741	15085	0.033266	0.092195	0.011917	0.0026265	0.00010837	0.650835666220831
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	741	15085	0.011823	0.032677	0.012437	0.17091	0.004576	0.327945261708313
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	742	15085	0.031811	0.088162	0.011671	0.0032126	0.00010837	0.628773309643678
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	742	15085	0.013855	0.038231	0.010423	0.091892	0.002314	0.393347959365319
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	743	15085	0.027916	0.077368	0.011963	0.0098173	0.00010837	0.506421662114823
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	743	15085	0.022447	0.061406	0.012097	0.031764	0.00031612	0.42800041632793
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	744	15085	0.029363	0.081379	0.01137	0.0049081	0.00010837	0.582354009039226
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	744	15085	0.022317	0.061026	0.010669	0.018239	0.0003699	0.506713784529365
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	745	15085	0.028983	0.080325	0.011678	0.0065426	0.00010837	0.55086999796574
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	745	15085	0.019583	0.053885	0.01048	0.030843	0.0004522	0.451716802612217
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	746	15085	0.034858	0.096606	0.010856	0.00066277	0.00010837	0.801655552615832
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	746	15085	0.0080441	0.022959	0.0060957	0.093489	0.011866	0.534476713594686
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	747	15085	0.027553	0.076362	0.011533	0.008453	0.00010837	0.522809985793955
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	747	15085	0.026758	0.073884	0.01168	0.010989	0.00013839	0.507669081187897
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	748	15085	0.033971	0.09415	0.011521	0.0015984	0.00010837	0.705233393346957
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	748	15085	0.0097184	0.027138	0.009939	0.16409	0.0073841	0.368211751213878
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	749	15085	0.033124	0.0918	0.010996	0.001299	0.00010837	0.727950733623788
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	749	15085	0.015251	0.042757	0.0092993	0.050512	0.0034503	0.526616594065125
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	750	15085	0.033945	0.094076	0.012248	0.002793	0.00010837	0.644103530424755
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	750	15085	0.0089713	0.024834	0.012034	0.228	0.0052267	0.28138877720757
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	751	15085	0.033769	0.093589	0.011462	0.0016111	0.00010837	0.704366571669307
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	751	15085	0.010131	0.028073	0.009642	0.1467	0.006735	0.38383953517792
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	752	15085	0.038294	0.10613	0.010458	0.0001258	0.00010837	0.983664544158004
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	752	15085	0.019795	0.055207	0.0078233	0.0057035	0.0048746	0.970501443836337
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	753	15085	0.036568	0.10134	0.010488	0.00024535	0.00010837	0.91049965927248
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	753	15085	0.020546	0.056084	0.0077817	0.0041454	0.0017772	0.866256410572646
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	754	15085	0.036782	0.10194	0.010486	0.00022675	0.00010837	0.919134711335178
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	754	15085	0.019574	0.053835	0.0079528	0.0069272	0.0031923	0.865197112379033
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	755	15085	0.028437	0.07788	0.011353	0.006132	0.00018554	0.592887800968855
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	755	15085	0.019169	0.053571	0.010709	0.036745	0.00097117	0.476250370120886
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	756	15085	0.030687	0.084723	0.0115	0.0038141	0.00014405	0.629602049917787
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	756	15085	0.01986	0.055503	0.010501	0.029309	0.00097117	0.508844752654307
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	757	15085	0.028423	0.078242	0.012181	0.0098221	0.00035846	0.582719806575812
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	757	15085	0.020227	0.056528	0.010657	0.02886	0.00097117	0.511070219377043
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	758	15085	0.026901	0.074102	0.010326	0.0045941	0.00027068	0.655296659465192
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	758	15085	0.021653	0.060514	0.010296	0.017742	0.00097117	0.581204457533661
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	759	15085	0.032062	0.088265	0.013387	0.0083136	0.0001299	0.535255190691237
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	759	15085	0.016116	0.04504	0.011399	0.078712	0.00097117	0.366434532122918
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	760	15085	0.023992	0.067052	0.010713	0.01257	0.00097117	0.630883171532344
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	760	15085	0.015823	0.043293	0.011211	0.07908	0.0051548	0.481658813048113
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	761	15085	0.020243	0.056573	0.011944	0.04507	0.00097117	0.446811937230775
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	761	15085	0.019788	0.054532	0.013639	0.073434	0.0014769	0.400651176139294
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	762	15085	0.023273	0.064275	0.012344	0.029696	0.00056658	0.470411128948998
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	762	15085	0.018516	0.051747	0.011569	0.054754	0.00097117	0.418754659532665
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	763	15085	0.023689	0.066205	0.010799	0.014141	0.00097117	0.613906783545495
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	763	15085	0.017094	0.047246	0.012085	0.078618	0.004576	0.472097203114617
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	764	15085	0.022501	0.062884	0.010817	0.018765	0.00097117	0.573123349052429
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	764	15085	0.017155	0.047335	0.010358	0.048859	0.002314	0.497434055751998
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	765	15085	0.027066	0.074043	0.01171	0.010414	0.00031612	0.56637102531654
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	765	15085	0.019521	0.054556	0.010801	0.035365	0.00097117	0.481768530950677
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	766	15085	0.025425	0.069522	0.010537	0.0079187	0.0003699	0.612295380433237
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	766	15085	0.021046	0.058816	0.010473	0.022247	0.00097117	0.548586299324955
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	767	15085	0.023422	0.064445	0.010172	0.01066	0.0004522	0.589667478211425
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	767	15085	0.020854	0.058281	0.010572	0.024286	0.00097117	0.53594498889567
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	768	15085	0.026396	0.073769	0.010069	0.004381	0.00097117	0.782827043819789
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	768	15085	0.0093562	0.026704	0.006062	0.061377	0.011866	0.629380005693961
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	769	15085	0.030321	0.08372	0.011508	0.0042154	0.00013839	0.61550289134571
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	769	15085	0.019318	0.053989	0.010599	0.034185	0.00097117	0.486660506582597
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	770	15085	0.024734	0.069123	0.010584	0.0097279	0.00097117	0.667832089432097
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	770	15085	0.013138	0.036688	0.0097895	0.089795	0.0073841	0.491038444323072
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	771	15085	0.024863	0.069486	0.010148	0.0071489	0.00097117	0.712237328868374
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	771	15085	0.017693	0.049603	0.0092016	0.027262	0.0034503	0.635398592372356
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	772	15085	0.023662	0.066129	0.011265	0.017852	0.00097117	0.580313463065599
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	772	15085	0.013862	0.038372	0.011868	0.12141	0.0052267	0.401330794515425
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	773	15085	0.024684	0.068986	0.010511	0.0094324	0.00097117	0.672278886933067
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	773	15085	0.013466	0.037313	0.0094803	0.077756	0.006735	0.510791221019281
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	774	15085	0.029552	0.08259	0.0097585	0.0012316	0.00097117	0.9657535567717
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	774	15085	0.019561	0.054554	0.0078266	0.0062277	0.0048746	0.953985340898534
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	775	15085	0.028979	0.080989	0.0097647	0.0015023	0.00097117	0.937112520091045
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	775	15085	0.021559	0.058846	0.007768	0.0027611	0.0017772	0.930426369038127
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	776	15085	0.02873	0.080293	0.0097726	0.0016443	0.00097117	0.924092860711849
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	776	15085	0.020224	0.055622	0.0079466	0.005469	0.0031923	0.906324543504589
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	777	15085	0.02314	0.063887	0.017284	0.09033	0.00014405	0.27181350897459
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	777	15085	0.019214	0.052621	0.016732	0.12543	0.00018554	0.241614227379826
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	778	15085	0.024182	0.066228	0.015686	0.061591	0.00018554	0.324390322161373
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	778	15085	0.018129	0.049904	0.016913	0.14189	0.00035846	0.246127881590824
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	779	15085	0.025556	0.06999	0.011774	0.01499	0.00018554	0.488856448927244
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	779	15085	0.022293	0.061407	0.011138	0.022676	0.00027068	0.460942774365932
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	780	15085	0.02724	0.074989	0.014231	0.027809	0.0001299	0.400323767830094
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	780	15085	0.022236	0.060898	0.012846	0.041736	0.00018554	0.369681385640939
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	781	15085	0.032797	0.089822	0.013012	0.0058644	0.00018554	0.598080950320619
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	781	15085	0.0065494	0.017919	0.012845	0.30507	0.0051548	0.225370732491257
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	782	15085	0.028599	0.078324	0.012645	0.011869	0.00018554	0.51602670386123
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	782	15085	0.015395	0.042427	0.013621	0.1292	0.0014769	0.313969522449727
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	783	15085	0.025896	0.070923	0.014061	0.032765	0.00018554	0.397846705903999
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	783	15085	0.016233	0.044831	0.014152	0.1257	0.00056658	0.277405972241945
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	784	15085	0.037696	0.10324	0.015537	0.007636	0.00018554	0.56735860914278
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	784	15085	-0.0012337	-0.0034099	0.016401	0.52998	0.004576	0.117862308599095
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	785	15085	0.033383	0.091428	0.015323	0.014689	0.00018554	0.49121723000529
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	785	15085	0.0042113	0.01162	0.013842	0.38047	0.002314	0.159232716061361
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	786	15085	NA	NA	NA	NA	0.00018554	NA
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	786	15085	NA	NA	NA	NA	0.00031612	NA
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	787	15085	0.024608	0.067395	0.013287	0.032022	0.00018554	0.400516289823454
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	787	15085	0.018464	0.050489	0.012611	0.071586	0.0003699	0.333682996455923
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	788	15085	0.025094	0.068725	0.014595	0.042787	0.00018554	0.36678688406489
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	788	15085	0.015087	0.041512	0.013246	0.12737	0.0004522	0.267569894936235
